Date,Source Ozone AQI Value,Ozone_AQI_Value,Source PM2.5 AQI Value,PM2.5 _AQI_Value
11/6/07,AQS,50,AQS,57
11/7/07,AQS,90,AQS,66
11/8/07,AQS,40,AQS,48
11/9/07,AQS,45,AQS,57
11/10/07,AQS,54,AQS,60
11/11/07,AQS,64,AQS,65
11/12/07,AQS,45,AQS,45
11/13/07,AQS,39,AQS,35
11/14/07,AQS,39,AQS,33
11/15/07,AQS,43,AQS,57
11/16/07,AQS,35,AQS,46
11/17/07,AQS,42,AQS,43
11/18/07,AQS,41,AQS,42
11/19/07,AQS,35,AQS,43
11/20/07,AQS,43,AQS,42
11/21/07,AQS,44,AQS,43
11/22/07,AQS,41,AQS,39
11/23/07,AQS,47,AQS,49
11/24/07,AQS,36,AQS,36
11/25/07,AQS,31,AQS,36
11/26/07,AQS,30,AQS,35
11/27/07,AQS,30,AQS,39
11/28/07,AQS,29,AQS,42
11/29/07,AQS,28,AQS,41
11/30/07,AQS,29,AQS,44
12/1/07,AQS,31,AQS,40
12/2/07,AQS,31,AQS,31
12/3/07,AQS,38,AQS,43
12/4/07,AQS,37,AQS,54
12/5/07,AQS,42,AQS,49
12/6/07,AQS,46,AQS,45
12/7/07,AQS,36,AQS,50
12/8/07,AQS,28,AQS,62
12/9/07,AQS,33,AQS,38
12/10/07,AQS,35,AQS,40
12/11/07,AQS,35,AQS,42
12/12/07,AQS,31,AQS,40
12/13/07,AQS,28,AQS,43
12/14/07,AQS,25,AQS,43
12/15/07,AQS,27,AQS,35
12/16/07,AQS,32,AQS,38
12/17/07,AQS,32,AQS,41
12/18/07,AQS,42,AQS,48
12/19/07,AQS,42,AQS,46
12/20/07,AQS,39,AQS,50
12/21/07,AQS,33,AQS,40
12/22/07,AQS,43,AQS,43
12/23/07,AQS,37,AQS,45
12/24/07,AQS,33,AQS,42
12/25/07,AQS,34,AQS,23
12/26/07,AQS,38,AQS,41
12/27/07,AQS,29,AQS,53
12/28/07,AQS,28,AQS,33
12/29/07,AQS,30,AQS,44
12/30/07,AQS,31,AQS,30
12/31/07,AQS,30,AQS,57
